age,annual_income,employment_years,monthly_expenses,savings_balance,credit_score,active_loans,delayed_payments,total_debt,loan_amount,loan_purpose,residence_type,dependents,debt_to_income,loan_to_income,expense_to_income,savings_to_loan_ratio,target_risk_class
41,27498,22,1228,6212,532,1,0,40895,57240,Personal,Mortgaged,0,1.4871449870904396,2.0815302374631806,0.5358740317829739,0.10852361069862511,High Risk
74,66662,40,2819,1689,649,3,0,28077,410941,Business,Mortgaged,4,0.42117816479906395,6.164454044972474,0.50744790963503,0.004110069060840702,Medium Risk
62,63725,40,2104,1916,746,1,1,8734,314121,Auto,Mortgaged,0,0.13705551894046386,4.929243950663779,0.39619621504566427,0.006099540942691056,Medium Risk
18,100239,0,3242,597,462,1,1,27735,58445,Home,Owned,3,0.2766859537110934,0.5830506783719074,0.38810853950518753,0.010214557026999282,High Risk
71,71260,40,3944,102667,688,1,0,22035,497465,Education,Rented,1,0.30921541937385105,6.980887161280363,0.6641500961255105,0.20637993350299316,Low Risk
50,83268,32,4957,1565,405,1,1,41904,45372,Education,Mortgaged,0,0.5032364985769013,0.5448846509505338,0.7143594855228236,0.03449187842990325,Fraud Suspected
38,59547,18,1890,33772,765,0,1,0,62074,Education,Mortgaged,4,0.0,1.0424195606905353,0.3808692147511251,0.5440515505436971,Low Risk
30,68702,11,4042,310,302,1,1,36562,321930,Education,Owned,1,0.5321747230834171,4.685821579843675,0.7059953713811624,0.0009629392633825261,Fraud Suspected
58,51479,40,2499,7007,744,3,1,177870,415753,Personal,Mortgaged,1,3.4551282051282053,8.076010101010102,0.5825174825174825,0.01685371638035954,High Risk
72,72959,40,2538,77147,808,0,0,0,325168,Business,Mortgaged,2,0.0,4.456798245614035,0.4174342105263158,0.2372520135683291,Low Risk
44,99476,23,4736,934,841,0,0,0,331827,Personal,Rented,4,0.0,3.3357157936005306,0.5713079405289665,0.0028147112359415117,Low Risk
22,97971,3,6120,7814,402,2,0,35202,113922,Business,Mortgaged,3,0.3593067407014249,1.1628016167884703,0.7496019270812069,0.06859018810951256,Medium Risk
56,51508,37,2556,1319,447,1,0,7551,226006,Home,Owned,2,0.1465957405501951,4.387699237026539,0.5954687530334505,0.0058361024216064105,High Risk
32,85297,13,3273,7926,849,0,0,0,94051,Personal,Owned,3,0.0,1.1026167084808554,0.460456282679547,0.08427253008973759,Low Risk
61,106451,40,4268,4920,529,2,0,75460,428814,Home,Owned,4,0.7088640889790704,4.028238079134257,0.4811182504790892,0.011473479239298999,Fraud Suspected
24,126049,4,4489,13200,488,5,1,122115,497878,Auto,Mortgaged,0,0.9687822292740976,3.949845299484332,0.4273542245140817,0.02651246588026408,Fraud Suspected
40,98743,19,4572,6026,494,3,0,67002,28421,Debt Consolidation,Rented,0,0.6785424937211375,0.28782508304302035,0.5556185692295228,0.21201885863063824,High Risk
42,91912,22,2635,12034,443,0,0,0,440666,Auto,Owned,4,0.0,4.794381643510711,0.34402097635807777,0.02730860264099649,Medium Risk
43,107882,23,2290,23052,403,1,2,31034,32434,Business,Mortgaged,1,0.287663487296423,0.300640508699239,0.2547203915352743,0.7107137351626329,High Risk
70,28277,40,1147,12056,828,5,2,291905,51427,Auto,Rented,3,10.322689016196337,1.818622250512766,0.48673880755357524,0.2344248269425216,High Risk
46,71153,26,2868,2041,839,1,2,20371,236865,Auto,Mortgaged,4,0.28629451611996515,3.328906315878236,0.48368327852264104,0.008616686227656142,Medium Risk
40,71027,19,3574,16680,751,0,0,0,151451,Personal,Rented,3,0.0,2.132271780143042,0.6038182125359013,0.11013390381110846,Low Risk
21,49145,0,2459,13839,671,0,0,0,425448,Business,Owned,1,0.0,8.656818459284581,0.6004150897326334,0.032527988078477094,Low Risk
51,102710,29,5748,43880,470,1,1,57231,156008,Home,Owned,3,0.5572041942927243,1.5189025518201555,0.671554166544966,0.28126582440756626,High Risk
19,111471,0,5629,9589,304,1,1,52924,276721,Debt Consolidation,Owned,4,0.4747739342615186,2.482426080091862,0.605963829481843,0.03465210572343363,Fraud Suspected
49,149438,29,6617,6555,492,1,1,4875,68802,Auto,Rented,1,0.032622006303575375,0.46040190311766005,0.5313472386726357,0.09527200848800198,High Risk
40,56338,22,1879,2912,356,2,0,75954,288459,Business,Owned,1,1.348160244235787,5.120058928983475,0.4002200962033405,0.010094987173264925,Fraud Suspected
49,131117,30,2343,40487,524,0,0,0,440363,Home,Owned,2,0.0,3.3585243826171847,0.21443280098842266,0.09193984976065254,Medium Risk
67,32296,40,1816,4039,793,0,0,0,197444,Debt Consolidation,Mortgaged,1,0.0,6.113385144131033,0.6747375917267858,0.020456329610777684,Low Risk
20,133003,1,3160,4269,789,3,0,51930,74107,Debt Consolidation,Mortgaged,2,0.3904393852816457,0.5571787314667228,0.2851042073922589,0.05760511685647973,Medium Risk
53,6571,31,248,8226,700,1,0,45291,327015,Debt Consolidation,Owned,4,6.8915094339622645,49.75882531953743,0.4528301886792453,0.025154732490153386,High Risk
52,48213,31,2279,12144,792,5,0,143835,40734,Business,Owned,4,2.983262123034803,0.8448583399012735,0.5672211390882317,0.29812200810114153,High Risk
34,60646,12,3982,1500,798,0,1,0,62291,Home,Owned,1,0.0,1.0271076887562451,0.7879037710026877,0.024080138701598922,Medium Risk
41,173888,19,10450,42352,405,6,1,297276,198095,Personal,Mortgaged,2,1.7095733485154323,1.1392037449177348,0.7211496989458792,0.21379533155641708,Fraud Suspected
33,88950,11,2679,16246,426,6,0,114822,409750,Debt Consolidation,Owned,4,1.2908455216917178,4.60646872997493,0.3614124630414498,0.039648469436316204,Fraud Suspected
59,67479,40,2695,891,442,2,0,99860,176417,Business,Mortgaged,4,1.479845880260818,2.614359810314167,0.47925311203319504,0.005050505050505051,Fraud Suspected
43,114954,21,3682,3259,715,4,0,56360,339035,Debt Consolidation,Owned,3,0.49027880474968466,2.9492845026314645,0.3843590970379714,0.009612548519921188,Medium Risk
27,46115,8,1272,53701,410,4,0,67460,493272,Education,Owned,3,1.4628328562754793,10.696330991412959,0.33099141295862605,0.10886669248063445,Fraud Suspected
63,121618,40,3185,25315,358,1,1,34122,117208,Business,Mortgaged,1,0.28056471439495473,0.9637309959792467,0.31426010738453697,0.2159817078893259,High Risk
53,33179,33,1306,2872,316,2,2,72320,45433,Business,Owned,1,2.1796262808921036,1.3692887281494877,0.4723327305605787,0.06321257208258133,Fraud Suspected
35,122399,13,4520,27489,585,1,0,30613,21930,Auto,Mortgaged,0,0.2501062091503268,0.17916666666666667,0.44313725490196076,1.2534312160868177,Medium Risk
22,36549,1,1521,829,347,2,0,51666,179750,Auto,Rented,2,1.4135704514363885,4.917920656634747,0.4993707250341997,0.004611935399524899,Fraud Suspected
57,35426,38,1140,883,321,1,1,2383,136252,Personal,Rented,0,0.06726508030598131,3.845993169051853,0.38614615970869676,0.006480591253036631,High Risk
26,65863,6,3789,622,332,4,1,130676,349473,Business,Owned,0,1.9840276934288839,5.305978987003522,0.6903315923721608,0.0017798176688394558,Fraud Suspected
25,160108,3,9549,207041,403,0,0,0,370001,Auto,Rented,3,0.0,2.310931927624306,0.7156874379329082,0.5595672455824563,Medium Risk
44,215853,25,13554,1166,638,2,1,103100,276487,Auto,Mortgaged,4,0.47763766249409323,1.2808981997090627,0.7535093164824372,0.004217181215821301,High Risk
42,133914,21,8016,3783,491,4,0,166828,172493,Education,Mortgaged,1,1.2457753052309302,1.288078258596871,0.7183063883806893,0.021931197606873284,Fraud Suspected
60,50111,38,1216,2242,493,1,0,6968,54214,Education,Owned,1,0.1390485312899106,1.0818566411238826,0.29118773946360155,0.0413538688554828,High Risk
41,52887,19,3460,16652,695,3,0,178602,202122,Personal,Mortgaged,4,3.3769853274844954,3.821698684011496,0.7850552110119497,0.08238547814944365,High Risk
70,74129,40,4918,47676,695,5,0,207910,304245,Debt Consolidation,Mortgaged,1,2.804667476055578,4.1042088223391335,0.7961149332254148,0.15670214234533897,High Risk
62,59361,40,1889,8174,551,0,0,0,33581,Debt Consolidation,Rented,4,0.0,0.5656985950608133,0.3818604494457734,0.24340420463343457,Medium Risk
72,132089,40,4906,2045,591,1,0,13188,216367,Debt Consolidation,Mortgaged,4,0.0998410174880763,1.6380271027329851,0.4456961162843516,0.009451490053982105,Medium Risk
31,71241,13,1685,274803,341,2,1,69186,426536,Debt Consolidation,Owned,4,0.9711406192976053,5.987142415990568,0.28382134134358944,0.6442653275096885,Fraud Suspected
46,46174,27,2061,2610,399,1,0,58646,204010,Debt Consolidation,Owned,0,1.270081212777477,4.418191662154846,0.5356145100162426,0.012793427805363437,Fraud Suspected
63,70195,40,3105,62180,378,2,1,104532,422755,Auto,Rented,2,1.4891446806085817,6.022494159211351,0.5307994757536042,0.1470824778359148,Fraud Suspected
51,98541,31,2763,255315,479,3,0,137787,393290,Auto,Rented,0,1.3982565809502547,3.9910900935641656,0.3364656694607375,0.6491758011243584,Fraud Suspected
46,77697,28,4217,1890,365,4,2,39760,456533,Education,Mortgaged,1,0.5117248835233854,5.8757368272027595,0.6512908955185461,0.004139888814414698,Fraud Suspected
37,250636,18,7830,33664,645,1,1,52566,306803,Debt Consolidation,Mortgaged,2,0.20972960895637915,1.2240930110079518,0.3748847935460447,0.10972477542665676,Low Risk
34,78389,12,3351,10808,707,1,1,53690,421980,Home,Mortgaged,1,0.6849087893864013,5.383084577114428,0.5129735935706085,0.025612527578255894,Medium Risk
19,42221,0,853,14400,757,0,1,0,257941,Business,Owned,0,0.0,6.109161100847899,0.24243285490976269,0.055826503632599576,Medium Risk
18,72255,0,3289,5113,482,2,0,42712,124871,Education,Owned,0,0.5911204605845881,1.7281748228520815,0.5462245349867139,0.04094592863091806,High Risk
21,86037,3,5298,96787,302,0,0,0,461708,Home,Rented,2,0.0,5.366326506892303,0.7389293103047491,0.2096277092281069,Medium Risk
56,91130,38,3879,130890,331,1,1,15274,198512,Personal,Mortgaged,1,0.1676048764964721,2.178314733734953,0.5107811831319748,0.6593522842332744,High Risk
68,96031,40,2223,29096,397,6,0,172428,160322,Business,Owned,1,1.79552649116961,1.6694643452182605,0.27778240586471176,0.18148362992209477,Fraud Suspected
49,38856,30,2434,18271,790,2,1,86338,488269,Education,Mortgaged,4,2.2219419924337958,12.565792521296034,0.7516792341148313,0.03741987015380834,High Risk
28,127270,6,2936,19087,410,1,0,40532,256228,Business,Rented,4,0.3184700363790651,2.013247322642236,0.27682661407547676,0.07449195836536848,Medium Risk
43,77151,22,1805,38263,755,2,0,119984,134877,Education,Mortgaged,0,1.5551638324346744,1.7481983616756533,0.2807445043550394,0.28368599771645486,High Risk
30,95581,12,3978,7488,534,6,0,80784,169110,Education,Mortgaged,3,0.8451800548220376,1.7692661798246532,0.4994245778493859,0.04427860990710244,High Risk
49,341057,31,10495,7170,763,2,1,88662,154021,Auto,Owned,1,0.2599616487518252,0.4515976754686886,0.36926270604999734,0.046551791302541196,Low Risk
62,30364,40,1699,33669,641,3,0,170544,409012,Business,Owned,1,5.6164663263625885,13.4698501564301,0.671430923760909,0.08231767694425361,High Risk
74,44272,40,1322,6709,794,3,0,108663,416578,Education,Rented,4,2.4543852912610395,9.409301380073634,0.35832222799448876,0.01610498848957821,High Risk
41,129455,19,6380,3897,685,2,0,42536,324010,Personal,Mortgaged,3,0.328574959831912,2.502858113953776,0.5913978494623656,0.012027369441160948,Low Risk
63,55414,40,1035,23343,361,3,0,134094,398484,Home,Rented,1,2.419814129748263,7.190904989623748,0.2241270414147794,0.05857936936145652,Fraud Suspected
68,72895,40,1300,2744,660,3,1,123360,223808,Business,Mortgaged,1,1.6922739244951712,3.070237050043898,0.2140035118525022,0.012260454226594998,High Risk
45,159022,27,10300,22357,552,0,0,0,9297,Auto,Rented,2,0.0,0.05846324116637216,0.7772460587462191,2.404495590449559,Medium Risk
48,65191,26,3654,6808,339,4,0,232284,111976,Education,Mortgaged,4,3.5630752239538594,1.7176340655295128,0.6725978647686833,0.06079819963028122,Fraud Suspected
74,91202,40,3807,2104,831,0,0,0,158708,Business,Owned,4,0.0,1.740162056072717,0.5009045755073847,0.01325696715372159,Low Risk
63,50212,40,1836,2126,559,2,0,53664,236254,Personal,Rented,0,1.0687272220341346,4.7050365443211914,0.4387708362376277,0.008998751349177795,Fraud Suspected
39,166411,18,7181,99621,821,4,0,163408,25658,Debt Consolidation,Owned,1,0.9819484171814533,0.1541835925293849,0.5178232339014014,3.88249736934409,High Risk
71,61304,40,2947,754,585,3,0,39795,133882,Personal,Rented,0,0.6491313922192317,2.1838675475083598,0.5768534377293859,0.005631782974686853,High Risk
62,41991,40,1580,435,439,0,1,0,199450,Debt Consolidation,Mortgaged,0,0.0,4.749714231282149,0.4515145742046104,0.002180986808790129,High Risk
39,274497,17,14092,14304,828,2,0,28794,273460,Auto,Mortgaged,4,0.10489693913981159,0.9962185516834366,0.6160482043585017,0.05230727599182333,Low Risk
70,102902,40,4475,31949,824,1,2,19699,362112,Personal,Rented,0,0.19143270847302798,3.518964461677502,0.5218506749074371,0.0882293648667681,Low Risk
34,119664,14,6830,13652,654,2,0,44050,110086,Personal,Mortgaged,0,0.3681109764759955,0.9199515313583755,0.6849120461287762,0.12401100947432485,Low Risk
41,241959,23,15488,9272,307,1,0,20538,252572,Education,Rented,1,0.08488179864440404,1.0438584890064473,0.7681269631344024,0.03671017883938505,Medium Risk
63,204455,40,7909,2506,484,1,1,5569,373255,Home,Rented,1,0.027238134366318424,1.8256006182259263,0.46419767578354265,0.006713890734509291,High Risk
48,38225,26,2207,14295,329,3,0,32901,450474,Auto,Owned,4,0.8606969078637576,11.784492230419087,0.6928268717626747,0.03173317054220545,Fraud Suspected
27,41705,7,2095,3803,783,3,0,105549,158587,Education,Rented,1,2.530786937131348,3.802498441471251,0.6027909653287297,0.023980376825484904,High Risk
30,36607,11,1189,58973,841,1,0,44750,258937,Home,Rented,1,1.222410402097902,7.073235358391608,0.3897508741258741,0.22774949988028023,High Risk
18,63342,0,1916,91039,302,3,1,17613,112493,Auto,Rented,1,0.27805755963563455,1.7759341995169158,0.36297617732030374,0.8092787170871335,High Risk
37,104687,18,5612,74513,508,4,1,105988,299137,Business,Rented,4,1.0124178511386215,2.8574144123490752,0.6432828977533241,0.2490923921400825,Fraud Suspected
57,82534,38,1417,8454,571,1,0,22953,256011,Auto,Owned,4,0.2781001999151875,3.101847700975344,0.20602168776882535,0.03302188959892505,Medium Risk
30,52914,8,3339,1651,720,3,0,18594,465475,Home,Owned,1,0.35139374468487194,8.796655012756307,0.7572144004535576,0.003546906822263661,Low Risk
65,29828,40,497,321325,647,3,1,23520,431826,Education,Owned,4,0.7884944181836467,14.476717288544705,0.19993965603942473,0.7441058572067054,High Risk
59,30665,38,1337,24863,514,2,2,100368,480845,Education,Mortgaged,1,3.272940716102524,15.680069131937652,0.523185286636666,0.051706783460816974,Fraud Suspected
69,102393,40,4850,238770,802,2,3,93794,35360,Auto,Rented,2,0.916010703752173,0.34533273433990275,0.5683926792585503,6.752354288623059,Fraud Suspected
37,59393,17,3731,11561,837,2,0,15894,360362,Auto,Mortgaged,2,0.26760278816042027,6.067313196619187,0.7538135165168198,0.03208154000271948,Low Risk
48,74178,27,4478,83042,675,2,0,92594,279331,Home,Owned,4,1.248250852667197,3.7656344787608353,0.7244098734143086,0.29728781521630177,High Risk
18,42577,0,2428,2483,717,3,0,12393,136186,Debt Consolidation,Rented,4,0.2910658086335666,3.198506270844098,0.6842970548170416,0.018232283551293443,Medium Risk
48,53040,29,1574,112517,458,1,0,7627,126656,Auto,Mortgaged,2,0.1437944231820667,2.387888614468053,0.35610188344865296,0.8883599011503509,Medium Risk
29,81204,8,4860,2665,408,0,0,0,355520,Debt Consolidation,Rented,1,0.0,4.378055538452066,0.7181823779323934,0.007496041021486776,High Risk
44,59924,22,3414,57680,741,3,1,81156,119161,Home,Rented,0,1.3542928660826032,1.9885022945348352,0.6836545682102628,0.4840469277118544,High Risk
65,79728,40,5025,4423,629,4,0,225804,143420,Business,Mortgaged,4,2.8321438874186304,1.7988435826361802,0.7563120069234532,0.03083927737221188,High Risk
51,68349,32,2571,9452,355,1,1,48292,142116,Education,Mortgaged,4,0.7065398683247989,2.079239209948793,0.45138258961228966,0.0665085809579431,Fraud Suspected
44,173486,22,10034,1394,738,2,0,51612,127500,Education,Mortgaged,1,0.2974977952238496,0.7349253834581265,0.694046239775891,0.010933247582371903,Low Risk
25,55776,7,1414,8823,376,2,1,12774,98201,Debt Consolidation,Mortgaged,2,0.2290191297488212,1.7606002474138085,0.30421141330656004,0.08984542066353027,High Risk
22,124970,1,3717,2443,455,1,0,41403,253204,Personal,Rented,2,0.33130086179993756,2.026102055676917,0.35691480423458244,0.00964830868268794,High Risk
30,206678,9,9909,1504,379,1,1,12150,442540,Auto,Rented,1,0.05878681433527354,2.1411947996651812,0.5753269562945437,0.003398555162120572,High Risk
55,96975,36,5225,469857,532,1,0,27928,29683,Personal,Mortgaged,2,0.2879887807292526,0.306086041907276,0.646551724137931,15.828628217221398,Medium Risk
61,75520,39,1343,2067,315,0,0,0,194319,Business,Mortgaged,0,0.0,2.5730459077607555,0.21339759801909403,0.010637093454096335,High Risk
39,30219,17,846,4594,759,4,0,122024,256683,Business,Rented,4,4.037855724685639,8.49381204500331,0.3359364659166115,0.017897492636860888,High Risk
33,98034,14,5111,9672,343,0,0,0,27047,Home,Mortgaged,2,0.0,0.27589126332432296,0.625613301371959,0.35758651286601595,Medium Risk
51,62238,33,1686,715,435,2,1,62928,271724,Debt Consolidation,Mortgaged,2,1.0110702292774627,4.365815646138273,0.32506949019103776,0.0026313368295151347,Fraud Suspected
20,71258,0,3934,1219,543,1,1,46821,440456,Auto,Mortgaged,2,0.6570538458300004,6.181057831291486,0.6624847387698396,0.002767580036189685,Fraud Suspected
35,53608,17,992,2752,397,3,0,106257,87606,Debt Consolidation,Mortgaged,2,1.982073905500942,1.6341659049786417,0.22205226734317,0.0314130149417284,Fraud Suspected
55,83158,33,2534,1494,452,0,0,0,414001,Education,Mortgaged,1,0.0,4.978426869009969,0.3656609627340396,0.003608678218945802,High Risk
71,476914,40,16400,4436,588,3,1,153504,280529,Auto,Mortgaged,4,0.3218686768082363,0.5882159294633216,0.41265214975414904,0.015812925533811,High Risk
29,119106,11,5047,687,351,3,2,170658,416238,Education,Owned,3,1.4328125131184566,3.4946560655545014,0.5084839681966635,0.0016504940671104823,Fraud Suspected
25,131457,3,4983,6571,579,5,0,27115,442236,Education,Mortgaged,2,0.20626359749882092,3.3640858677296173,0.4548677144030793,0.014858548696739532,Medium Risk
26,157702,6,6111,8416,751,2,1,61166,331682,Debt Consolidation,Owned,1,0.38785565271427935,2.1032066606215483,0.46500066580851346,0.025373624816466326,Low Risk
29,45871,10,920,4124,507,1,1,28054,84709,Business,Owned,4,0.6115713289152425,1.8466384722706661,0.24066968957098012,0.048683744540195965,High Risk
28,37458,7,1744,5053,474,1,1,33616,183317,Debt Consolidation,Mortgaged,4,0.8974078325636029,4.893803892255533,0.5586908353132759,0.027564123544878298,Fraud Suspected
20,85855,2,4069,184720,536,1,0,13312,87909,Business,Mortgaged,1,0.15505031680954157,1.023912131941856,0.5687197167349981,2.1012399044477306,Medium Risk
